"pid","tpc","qn","ans"
1355,"Gender Inequality","how-often-talk-colleagues","4"
1355,"Gender Inequality","how-often-talk-family","2"
1355,"Gender Inequality","important","6"
1355,"Gender Inequality","interesting","5"
1355,"Gender Inequality","learn-more","5"
1355,"Gender Inequality","understandable","5"
1356,"Politics","controversial","7"
1356,"Politics","familiar","3"
1356,"Politics","heard-of-last-week","yes"
1356,"Politics","how-often-talk-colleagues","1"
1356,"Politics","how-often-talk-family","1"
1356,"Politics","important","7"
1356,"Politics","interesting","5"
1356,"Politics","learn-more","4"
1356,"Politics","understandable","3"
1356,"Addiction","controversial","5"
1356,"Addiction","familiar","6"
1356,"Addiction","heard-of-last-week","yes"
1356,"Addiction","how-often-talk-colleagues","1"
1356,"Addiction","how-often-talk-family","1"
1356,"Addiction","important","7"
1356,"Addiction","interesting","5"
1356,"Addiction","learn-more","5"
1356,"Addiction","understandable","6"
1356,"Neuroscience","controversial","2"
1356,"Neuroscience","familiar","3"
1356,"Neuroscience","heard-of-last-week","no"
1356,"Neuroscience","how-often-talk-colleagues","1"
1356,"Neuroscience","how-often-talk-family","1"
1356,"Neuroscience","important","5"
1356,"Neuroscience","interesting","7"
1356,"Neuroscience","learn-more","4"
1356,"Neuroscience","understandable","2"
1356,"Environment","controversial","3"
1356,"Environment","familiar","4"
1356,"Environment","heard-of-last-week","yes"
1356,"Environment","how-often-talk-colleagues","2"
1356,"Environment","how-often-talk-family","2"
1356,"Environment","important","7"
1356,"Environment","interesting","3"
1356,"Environment","learn-more","6"
1356,"Environment","understandable","5"
1356,"Self-control","controversial","1"
1356,"Self-control","familiar","4"
1356,"Self-control","heard-of-last-week","no"
1356,"Self-control","how-often-talk-colleagues","1"
1356,"Self-control","how-often-talk-family","1"
1356,"Self-control","important","5"
1356,"Self-control","interesting","2"
1356,"Self-control","learn-more","1"
1356,"Self-control","understandable","7"
1356,"Gender Inequality","controversial","7"
1356,"Gender Inequality","familiar","7"
1356,"Gender Inequality","heard-of-last-week","yes"
1356,"Gender Inequality","how-often-talk-colleagues","4"
1356,"Gender Inequality","how-often-talk-family","5"
1356,"Gender Inequality","important","7"
1356,"Gender Inequality","interesting","4"
1356,"Gender Inequality","learn-more","1"
1356,"Gender Inequality","understandable","7"
1356,"Covid","controversial","4"
1356,"Covid","familiar","6"
1356,"Covid","heard-of-last-week","yes"
1356,"Covid","how-often-talk-colleagues","5"
1356,"Covid","how-often-talk-family","3"
1356,"Covid","important","7"
1356,"Covid","interesting","1"
1356,"Covid","learn-more","1"
1356,"Covid","understandable","5"
1356,"Health","controversial","2"
1356,"Health","familiar","4"
1356,"Health","heard-of-last-week","yes"
1356,"Health","how-often-talk-colleagues","5"
1356,"Health","how-often-talk-family","6"
1356,"Health","important","6"
1356,"Health","interesting","2"
1356,"Health","learn-more","1"
1356,"Health","understandable","5"
1356,"Socioeconomic Inequality","controversial","5"
1356,"Socioeconomic Inequality","familiar","5"
1356,"Socioeconomic Inequality","heard-of-last-week","yes"
1356,"Socioeconomic Inequality","how-often-talk-colleagues","3"
1356,"Socioeconomic Inequality","how-often-talk-family","4"
1356,"Socioeconomic Inequality","important","7"
1356,"Socioeconomic Inequality","interesting","2"
1356,"Socioeconomic Inequality","learn-more","4"
1356,"Socioeconomic Inequality","understandable","5"
1356,"Sports","controversial","1"
1356,"Sports","familiar","3"
1356,"Sports","heard-of-last-week","yes"
1356,"Sports","how-often-talk-colleagues","6"
1356,"Sports","how-often-talk-family","5"
1356,"Sports","important","2"
1356,"Sports","interesting","1"
1356,"Sports","learn-more","1"
1356,"Sports","understandable","4"
1356,"Cognitive Skills","controversial","3"
1356,"Cognitive Skills","familiar","3"
1356,"Cognitive Skills","heard-of-last-week","no"
1356,"Cognitive Skills","how-often-talk-colleagues","1"
1356,"Cognitive Skills","how-often-talk-family","1"
1356,"Cognitive Skills","important","6"
1356,"Cognitive Skills","interesting","5"
1356,"Cognitive Skills","learn-more","1"
1356,"Cognitive Skills","understandable","4"
1356,"AI","controversial","3"
1356,"AI","familiar","4"
1356,"AI","heard-of-last-week","yes"
1356,"AI","how-often-talk-colleagues","7"
1356,"AI","how-often-talk-family","2"
1356,"AI","important","5"
1356,"AI","interesting","7"
1356,"AI","learn-more","2"
1356,"AI","understandable","4"
1357,"Sports","controversial","2"
1357,"Sports","familiar","6"
1357,"Sports","heard-of-last-week","yes"
1357,"Sports","how-often-talk-colleagues","4"
1357,"Sports","how-often-talk-family","5"
1357,"Sports","important","4"
1357,"Sports","interesting","6"
1357,"Sports","learn-more","5"
1357,"Sports","understandable","7"
1357,"AI","controversial","6"
1357,"AI","familiar","6"
1357,"AI","heard-of-last-week","yes"
1357,"AI","how-often-talk-colleagues","2"
1357,"AI","how-often-talk-family","2"
1357,"AI","important","6"
1357,"AI","interesting","7"
1357,"AI","learn-more","6"
1357,"AI","understandable","5"
1357,"Gender Inequality","controversial","6"
1357,"Gender Inequality","familiar","6"
1357,"Gender Inequality","heard-of-last-week","no"
1357,"Gender Inequality","how-often-talk-colleagues","3"
1357,"Gender Inequality","how-often-talk-family","4"
1357,"Gender Inequality","important","6"
1357,"Gender Inequality","interesting","5"
1357,"Gender Inequality","learn-more","3"
1357,"Gender Inequality","understandable","6"
1357,"Neuroscience","controversial","1"
1357,"Neuroscience","familiar","3"
1357,"Neuroscience","heard-of-last-week","no"
1357,"Neuroscience","how-often-talk-colleagues","1"
1357,"Neuroscience","how-often-talk-family","1"
1357,"Neuroscience","important","6"
1357,"Neuroscience","interesting","4"
1357,"Neuroscience","learn-more","5"
1357,"Neuroscience","understandable","2"
1357,"Self-control","controversial","1"
1357,"Self-control","familiar","5"
1357,"Self-control","heard-of-last-week","no"
1357,"Self-control","how-often-talk-colleagues","1"
1357,"Self-control","how-often-talk-family","1"
1357,"Self-control","important","4"
1357,"Self-control","interesting","2"
1357,"Self-control","learn-more","5"
1357,"Self-control","understandable","6"
1357,"Health","controversial","3"
1357,"Health","familiar","6"
1357,"Health","heard-of-last-week","yes"
1357,"Health","how-often-talk-colleagues","2"
1357,"Health","how-often-talk-family","6"
1357,"Health","important","6"
1357,"Health","interesting","6"
1357,"Health","learn-more","6"
1357,"Health","understandable","4"
1357,"Cognitive Skills","controversial","2"
1357,"Cognitive Skills","familiar","5"
1357,"Cognitive Skills","heard-of-last-week","no"
1357,"Cognitive Skills","how-often-talk-colleagues","2"
1357,"Cognitive Skills","how-often-talk-family","2"
1357,"Cognitive Skills","important","5"
1357,"Cognitive Skills","interesting","5"
1357,"Cognitive Skills","learn-more","5"
1357,"Cognitive Skills","understandable","6"
1357,"Socioeconomic Inequality","controversial","6"
1357,"Socioeconomic Inequality","familiar","5"
1357,"Socioeconomic Inequality","heard-of-last-week","no"
1357,"Socioeconomic Inequality","how-often-talk-colleagues","1"
1357,"Socioeconomic Inequality","how-often-talk-family","2"
1357,"Socioeconomic Inequality","important","6"
1357,"Socioeconomic Inequality","interesting","5"
1357,"Socioeconomic Inequality","learn-more","4"
1357,"Socioeconomic Inequality","understandable","5"
1357,"Covid","controversial","3"
1357,"Covid","familiar","7"
1357,"Covid","heard-of-last-week","yes"
1357,"Covid","how-often-talk-colleagues","3"
1357,"Covid","how-often-talk-family","6"
1357,"Covid","important","7"
1357,"Covid","interesting","6"
1357,"Covid","learn-more","6"
1357,"Covid","understandable","7"
1357,"Politics","controversial","6"
1357,"Politics","familiar","6"
1357,"Politics","heard-of-last-week","yes"
1357,"Politics","how-often-talk-colleagues","3"
1357,"Politics","how-often-talk-family","6"
1357,"Politics","important","6"
1357,"Politics","interesting","6"
1357,"Politics","learn-more","6"
1357,"Politics","understandable","5"
1357,"Addiction","controversial","4"
1357,"Addiction","familiar","3"
1357,"Addiction","heard-of-last-week","no"
1357,"Addiction","how-often-talk-colleagues","1"
1357,"Addiction","how-often-talk-family","1"
1357,"Addiction","important","3"
1357,"Addiction","interesting","2"
1357,"Addiction","learn-more","3"
1357,"Addiction","understandable","4"
1357,"Environment","controversial","5"
1357,"Environment","familiar","6"
1357,"Environment","heard-of-last-week","yes"
1357,"Environment","how-often-talk-colleagues","3"
1357,"Environment","how-often-talk-family","4"
1357,"Environment","important","7"
1357,"Environment","interesting","6"
1357,"Environment","learn-more","6"
1357,"Environment","understandable","6"
1358,"Sports","controversial","5"
1358,"Sports","familiar","4"
1358,"Sports","heard-of-last-week","yes"
1358,"Sports","how-often-talk-colleagues","2"
1358,"Sports","how-often-talk-family","3"
1358,"Sports","important","3"
1358,"Sports","interesting","4"
1358,"Sports","learn-more","4"
1358,"Sports","understandable","7"
1358,"Politics","controversial","7"
1358,"Politics","familiar","6"
1358,"Politics","heard-of-last-week","yes"
1358,"Politics","how-often-talk-colleagues","3"
1358,"Politics","how-often-talk-family","5"
1358,"Politics","important","6"
1358,"Politics","interesting","5"
1358,"Politics","learn-more","5"
1358,"Politics","understandable","5"
1358,"Environment","controversial","5"
1358,"Environment","familiar","4"
1358,"Environment","heard-of-last-week","no"
1358,"Environment","how-often-talk-colleagues","1"
1358,"Environment","how-often-talk-family","2"
1358,"Environment","important","5"
1358,"Environment","interesting","3"
1358,"Environment","learn-more","5"
1358,"Environment","understandable","6"
1358,"Socioeconomic Inequality","controversial","6"
1358,"Socioeconomic Inequality","familiar","3"
1358,"Socioeconomic Inequality","heard-of-last-week","no"
1358,"Socioeconomic Inequality","how-often-talk-colleagues","1"
1358,"Socioeconomic Inequality","how-often-talk-family","1"
1358,"Socioeconomic Inequality","important","6"
1358,"Socioeconomic Inequality","interesting","4"
1358,"Socioeconomic Inequality","learn-more","5"
1358,"Socioeconomic Inequality","understandable","3"
1358,"Gender Inequality","controversial","6"
1358,"Gender Inequality","familiar","3"
1358,"Gender Inequality","heard-of-last-week","no"
1358,"Gender Inequality","how-often-talk-colleagues","1"
1358,"Gender Inequality","how-often-talk-family","1"
1358,"Gender Inequality","important","6"
1358,"Gender Inequality","interesting","4"
1358,"Gender Inequality","learn-more","5"
1358,"Gender Inequality","understandable","4"
1358,"AI","controversial","6"
1358,"AI","familiar","6"
1358,"AI","heard-of-last-week","yes"
1358,"AI","how-often-talk-colleagues","4"
1358,"AI","how-often-talk-family","3"
1358,"AI","important","5"
1358,"AI","interesting","6"
1358,"AI","learn-more","6"
1358,"AI","understandable","4"
1358,"Addiction","controversial","5"
1358,"Addiction","familiar","3"
1358,"Addiction","heard-of-last-week","no"
1358,"Addiction","how-often-talk-colleagues","1"
1358,"Addiction","how-often-talk-family","2"
1358,"Addiction","important","6"
1358,"Addiction","interesting","4"
1358,"Addiction","learn-more","4"
1358,"Addiction","understandable","3"
1358,"Covid","controversial","6"
1358,"Covid","familiar","6"
1358,"Covid","heard-of-last-week","yes"
1358,"Covid","how-often-talk-colleagues","4"
1358,"Covid","how-often-talk-family","5"
1358,"Covid","important","5"
1358,"Covid","interesting","3"
1358,"Covid","learn-more","5"
1358,"Covid","understandable","6"
1358,"Self-control","controversial","3"
1358,"Self-control","familiar","4"
1358,"Self-control","heard-of-last-week","no"
1358,"Self-control","how-often-talk-colleagues","1"
1358,"Self-control","how-often-talk-family","1"
1358,"Self-control","important","4"
1358,"Self-control","interesting","4"
1358,"Self-control","learn-more","5"
1358,"Self-control","understandable","6"
1358,"Neuroscience","controversial","2"
1358,"Neuroscience","familiar","4"
1358,"Neuroscience","heard-of-last-week","no"
1358,"Neuroscience","how-often-talk-colleagues","1"
1358,"Neuroscience","how-often-talk-family","1"
1358,"Neuroscience","important","6"
1358,"Neuroscience","interesting","6"
1358,"Neuroscience","learn-more","6"
1358,"Neuroscience","understandable","2"
1358,"Cognitive Skills","controversial","2"
1358,"Cognitive Skills","familiar","5"
1358,"Cognitive Skills","heard-of-last-week","yes"
1358,"Cognitive Skills","how-often-talk-colleagues","1"
1358,"Cognitive Skills","how-often-talk-family","5"
1358,"Cognitive Skills","important","6"
1358,"Cognitive Skills","interesting","5"
1358,"Cognitive Skills","learn-more","6"
1358,"Cognitive Skills","understandable","4"
1358,"Health","controversial","4"
1358,"Health","familiar","5"
1358,"Health","heard-of-last-week","yes"
1358,"Health","how-often-talk-colleagues","2"
1358,"Health","how-often-talk-family","4"
1358,"Health","important","6"
1358,"Health","interesting","4"
1358,"Health","learn-more","5"
1358,"Health","understandable","4"
1359,"Environment","controversial","7"
1359,"Environment","familiar","4"
1359,"Environment","heard-of-last-week","yes"
1359,"Environment","how-often-talk-colleagues","1"
1359,"Environment","how-often-talk-family","2"
1359,"Environment","important","3"
1359,"Environment","interesting","4"
1359,"Environment","learn-more","1"
1359,"Environment","understandable","4"
1359,"Self-control","controversial","6"
1359,"Self-control","familiar","5"
1359,"Self-control","heard-of-last-week","no"
1359,"Self-control","how-often-talk-colleagues","1"
1359,"Self-control","how-often-talk-family","1"
1359,"Self-control","important","5"
1359,"Self-control","interesting","4"
1359,"Self-control","learn-more","4"
1359,"Self-control","understandable","4"
1359,"Cognitive Skills","controversial","4"
1359,"Cognitive Skills","familiar","4"
1359,"Cognitive Skills","heard-of-last-week","no"
1359,"Cognitive Skills","how-often-talk-colleagues","1"
1359,"Cognitive Skills","how-often-talk-family","2"
1359,"Cognitive Skills","important","5"
1359,"Cognitive Skills","interesting","4"
1359,"Cognitive Skills","learn-more","4"
1359,"Cognitive Skills","understandable","5"
1359,"Neuroscience","controversial","5"
1359,"Neuroscience","familiar","5"
1359,"Neuroscience","heard-of-last-week","no"
1359,"Neuroscience","how-often-talk-colleagues","1"
1359,"Neuroscience","how-often-talk-family","2"
1359,"Neuroscience","important","6"
1359,"Neuroscience","interesting","4"
1359,"Neuroscience","learn-more","4"
1359,"Neuroscience","understandable","4"
1359,"Socioeconomic Inequality","controversial","7"
1359,"Socioeconomic Inequality","familiar","7"
